datetime,urge_score,hrv_score
2018-10-19 15:45:25,0.4439587812437424,0.3022652270499316
2018-10-19 18:27:44,0.7569548920883256,0.4291702911723337
2018-10-20 12:07:05,0.13096267039915926,0.5250330448188132
2018-10-24 15:11:44,0.5695164758016069,0.2812657278943419
2018-10-24 15:58:01,0.7847582379008033,0.22006726520513115
2018-10-24 19:04:54,0.3542747137024105,0.6359143124436037
2018-10-25 08:08:38,0.5695164758016069,0.9566379944013756
2018-10-25 11:37:40,0.139032951603214,0.1888749522480766
2018-10-25 12:50:50,1.0,0.2867682813472702
2018-10-25 16:28:11,0.139032951603214,0.17925781484786416
2018-10-28 12:44:47,0.3542747137024105,0.3740185802721032
2018-10-28 14:17:23,0.3542747137024105,0.43194748349640166
2018-10-28 21:33:28,0.139032951603214,0.5280751823752657
2018-11-03 12:33:54,0.4439587812437424,0.5793466281524522
2018-11-03 13:26:07,0.6628075082415052,0.6506415261723195
2018-11-03 15:11:49,0.22511005424597952,0.7291703316077177
2018-11-03 18:07:34,0.4439587812437424,0.5508101350425236
2018-11-03 19:11:58,0.006261327248216653,0.6365981548690177
2018-11-04 15:02:23,0.22511005424597952,0.3185647949529623
2018-11-04 17:41:18,0.6628075082415052,0.6781737554355771
2018-11-04 19:14:37,0.6628075082415052,0.676043509975951
2018-11-06 00:52:31,0.8816562352392681,0.29085525448665517
2018-11-06 12:18:19,0.8816562352392681,0.4706305684148339
2018-11-06 13:10:24,0.4439587812437424,0.4263535488407966
2018-11-06 19:03:16,0.4439587812437424,0.24578654909574216
2018-11-07 00:31:04,0.6628075082415052,0.02145415425739139
2018-11-07 14:27:58,0.22511005424597952,0.7211528215749137
2018-11-10 12:02:31,0.9261786723475154,0.7845163698812484
2018-11-10 12:56:47,0.9261786723475154,0.7318884478070931
2018-11-10 20:39:31,0.3903787933433231,0.1746531982976582
2018-11-10 21:54:48,0.5243287630943712,0.12087968194597587
2018-11-11 11:15:46,0.25642882359227503,0.3306002258349438
2018-11-14 20:54:28,0.6147121586451817,1.0000000000000002
2018-11-15 22:34:44,0.0,0.0
2018-11-17 18:55:15,0.46103411898388624,0.4597266878584635
2018-11-18 15:25:17,0.3073560793225908,0.8001435783935689
